space_id,space_type,stage,next_default,title_vi,title_en,question_vi,question_en,desc_war_time_vi,desc_war_time_en,desc_subsidy_vi,desc_subsidy_en,desc_reform_vi,desc_reform_en,desc_digital_native_vi,desc_digital_native_en,effects_common,effects_war_time,effects_subsidy,effects_reform,effects_digital_native,option_1_label_vi,option_1_label_en,option_1_next,option_1_effects,option_2_label_vi,option_2_label_en,option_2_next,option_2_effects,option_3_label_vi,option_3_label_en,option_3_next,option_3_effects,notes
47,life_card,,48,Tự bầu bạn,Keeping Myself Company,,,"Giữ mình bận rộn bằng việc nhà, chăm cây, nghe đài, đọc báo, hoặc trò chuyện với hàng xóm và người thân.","Stays engaged with household tasks, gardening, radio, newspapers, or chatting with neighbors and relatives.","Giải trí bằng thói quen đều đặn như nấu ăn, xem chương trình, đi chợ, tụ tập nhỏ với người quen.","Entertains through steady routines like cooking, watching programs, shopping, small gatherings with familiar people.","Giữ vui bằng bạn bè và sở thích như thể thao, cà phê, phim, du lịch ngắn, hoặc học một kỹ năng mới.","Finds joy through friends and hobbies like sports, coffee meetups, movies, short trips, or learning a new skill.","Giải trí bằng nội dung số và sở thích cá nhân như game, xem video, tham gia cộng đồng online, hoặc làm dự án cá nhân.","Entertains through digital content and personal hobbies like gaming, videos, online communities, or personal projects.",draw:life,,,,,,,,,,,,,,,,,Original Description: Single Space 2 | Original Action: Draw a LIFE card
48,optional_choice,,49,Những ưu tiên khác,Other priorities,"Ngoài hẹn hò, ưu tiên lớn nhất của bạn hiện tại là gì?","Besides dating, what is your biggest priority right now?","Ưu tiên là gia đình và sự yên ổn, chăm lo người thân và giữ nếp sống vững vàng.","Priority is family and peace, caring for loved ones and maintaining a steady life.","Ưu tiên là ổn định và trách nhiệm, lo kinh tế gia đình và giữ nền tảng chắc chắn.","Priority is stability and duty, supporting household finances and keeping a solid foundation.","Ưu tiên là vươn lên và xây dựng cuộc sống, sự nghiệp, nhà cửa và tương lai.","Priority is moving up and building life, career, housing, and future plans.","Ưu tiên là phát triển bản thân và chất lượng sống, sức khỏe tinh thần, mục tiêu cá nhân và tự do lựa chọn.","Priority is self-growth and quality of life, mental health, personal goals, and freedom of choice.",,,,,,Học kỹ năng mới?,Learn something new?,49,experience:+2,Chăm sóc bản thân,Take care of yourself better,49,health:+3,Kiếm thêm thu nhập?,Extra income?,49,money:+3,Original Description: Single Space 3 | Original Action: Stat change
49,era_card,,50,Thế giới của người độc thân,The World of Single People,,,"Độc thân thường bị xem là chuyện lạ hoặc buồn, xã hội hay hỏi han và gán kỳ vọng lập gia đình.","Singlehood is often seen as unusual or sad, with frequent questions and expectations to marry.","Độc thân thường bị soi qua chuẩn mực, dễ bị nhắc nhở và so sánh với bạn bè cùng lứa.","Singlehood is judged against norms, often reminded and compared with peers.","Độc thân dần được chấp nhận hơn, nhưng vẫn có áp lực tuổi tác và thành đạt, nhất là trong họ hàng.","Singlehood is more accepted, but age and success pressure remains, especially in extended family circles.","Độc thân được bình thường hóa hơn, nhưng vẫn có định kiến ngầm và áp lực từ mạng xã hội hoặc văn hóa so sánh.","Singlehood is more normalized, but subtle stigma and social-media comparison pressure persist.",draw:era,,,,,,,,,,,,,,,,,Original Description: Single Space 4 | Original Action: Draw an ERA card
50,stat,,52,Gia đình lo lắng,Concerned Family,Gia đình thường phản ứng ra sao khi trong nhà có người độc thân lâu?,How does family typically react when someone stays single for a long time?,"Gia đình hay lo lắng và thúc giục, coi lập gia đình là chỗ dựa và trách nhiệm nối dõi.","Family often worries and urges, seeing marriage as support and continuation of the line.","Gia đình hay nhắc nhở theo nề nếp, vừa lo vừa muốn “ổn định sớm”, đôi khi can thiệp sâu.","Family often reminds through norms, wanting early stability, sometimes intervening strongly.","Gia đình có thể vừa thông cảm vừa gây áp lực, lo chuyện nhà cửa, kinh tế và “chậm thì khó”.","Family may be supportive yet pressuring, worrying about housing, finances, and “it gets harder later.”","Gia đình có thể cởi mở hơn nhưng vẫn hay hỏi, đôi khi tạo áp lực tinh tế qua so sánh và kỳ vọng.","Family can be more open, but still asks often, sometimes using subtle pressure through comparison and expectations.",,health:-3,health:-2,health:-1,health:-1,,,,,,,,,,,,,Original Description: Single Space 5 | Original Action: Stat change
52,life_card,,65,Một mình vẫn ổn!,Happy By Myself!,,,"Niềm vui đến từ gia đình, con cháu, bữa cơm, thăm hỏi người thân, hoặc làm điều có ích cho người khác.","Joy comes from family, children and grandchildren, meals, visiting relatives, or doing helpful acts.","Niềm vui đến từ nề nếp và cộng đồng nhỏ, chăm sóc nhà cửa, bạn bè thân, hoặc một thú vui đều đặn.","Joy comes from routine and a small community, home care, close friends, or a steady pastime.","Niềm vui đến từ tự xây dựng cuộc sống, đạt mục tiêu, học thêm, du lịch, hoặc làm điều mình thích.","Joy comes from building life, achieving goals, learning, traveling, or doing what you enjoy.","Niềm vui đến từ trải nghiệm và sở thích cá nhân, dự án sáng tạo, cộng đồng, và chăm sóc sức khỏe tinh thần.","Joy comes from experiences and personal interests, creative projects, communities, and mental well-being.",draw:life,,,,,,,,,,,,,,,,,Original Description: Single Space 6 | Original Action: Draw a LIFE card
53,stat,,54,Rơi vào lưới tình,Plenty of Fish,"Bạn thường tìm người phù hợp bằng cách nào, và ở đâu là dễ gặp nhất với bạn?","What is your usual strategy for finding a partner, and where is the easiest place to meet someone for you?","Thường qua gia đình, họ hàng, hàng xóm, cộng đồng quen biết, ưu tiên người “có gốc gác rõ ràng”.","Often through family, relatives, neighbors, and familiar communities, prioritizing someone with a clear and trusted background.","Thường qua giới thiệu từ người quen, cơ quan, đoàn thể, bạn bè chung, coi trọng sự “đàng hoàng” và ổn định.","Often via introductions from acquaintances, workplace, organizations, mutual friends, valuing decency and stability.","Thường qua bạn bè, học hành, nơi làm việc, các buổi tụ tập, có thể chủ động tìm qua mạng nhưng vẫn thích gặp trực tiếp.","Often through friends, school, work, social gatherings, sometimes online but still preferring in-person connection.","Thường qua mạng xã hội, ứng dụng hẹn hò, cộng đồng sở thích, hoặc bạn bè giới thiệu, coi trọng hợp gu và giao tiếp nhanh.","Often via social media, dating apps, interest communities, or friend intros, valuing compatibility and fast communication.",,happiness:+4,happiness:+3,happiness:+2,happiness:+2,,,,,,,,,,,,,Original Description: Dating Space 1 | Original Action: Stat change
54,stat,,55,Gặp đúng người!,They're The One!,"Ở một người bạn đời, bạn coi trọng nhất điều gì, nêu 2 điều cụ thể?","In a life partner, what matters most to you, name two specific things.","Ưu tiên tính tử tế và trách nhiệm, biết lo cho gia đình và giữ chữ tín.","Prioritizes kindness and responsibility, caring for family and keeping trust.","Ưu tiên sự ổn định và nề nếp, chăm chỉ, biết vun vén và tôn trọng gia đình hai bên.","Prioritizes stability and proper conduct, hardworking, able to manage a household and respect both families.","Ưu tiên sự đồng hành và cùng xây dựng, tôn trọng nhau, chia sẻ gánh nặng và có mục tiêu chung.","Prioritizes companionship and building together, mutual respect, sharing burdens, shared goals.","Ưu tiên sự phù hợp và tôn trọng ranh giới, giao tiếp tốt, ủng hộ phát triển bản thân và bình đẳng.","Prioritizes compatibility and respecting boundaries, good communication, supporting self-growth and equality.",,happiness:+1,happiness:+1,happiness:+1,happiness:+1,,,,,,,,,,,,,Original Description: Dating Space 2 | Original Action: Stat change
55,stat,,56,Về chung một nhà!,Tying the Knot!,"Theo bạn, dấu hiệu rõ nhất của “nghiêm túc” trong tình yêu là gì?",What is the clearest sign of being serious in a relationship?,"Nghiêm túc là đưa về ra mắt gia đình và có lời hứa rõ ràng, đặt trách nhiệm lên trước cảm xúc nhất thời.","Seriousness means meeting the family and making clear commitments, putting responsibility before fleeting feelings.","Nghiêm túc là kế hoạch cưới hỏi và chuẩn bị đời sống, làm đúng nghi lễ và giữ thể diện cho hai bên.","Seriousness means marriage planning and life preparation, following rituals and maintaining both families’ dignity.","Nghiêm túc là cùng bàn chuyện tương lai, tài chính và chỗ ở, cưới có thể giản dị nhưng phải chắc chắn.","Seriousness means discussing future, finances, and housing, weddings can be simple but must be secure.","Nghiêm túc là thống nhất ranh giới và kế hoạch chung, có thể cưới nhỏ gọn nhưng ưu tiên sự đồng thuận và tôn trọng.","Seriousness means aligning boundaries and shared plans, weddings may be minimal but consent and respect come first.",set_relationship:married,money:-4,money:-3,money:-4,money:-5,,,,,,,,,,,,,Original Description: Dating Space 3 | Original Action: Stat change
56,checkpoint,,,Ngã rẽ con cái,Do you want kids?,"Nếu phải chọn nhanh, bạn nghiêng về có con hay không có con, và vì sao?","If you had to choose quickly, would you lean toward having children or not, and why?",Có con thường được xem là điều tự nhiên và cần thiết để nối dõi và làm tròn trách nhiệm gia đình.,Having children is often seen as natural and necessary for lineage and fulfilling family duty.,"Có con thường được xem là bổn phận và chỗ dựa về sau, gia đình mong “có nếp có tẻ” và yên bề.","Having children is often seen as duty and future support, families hope for a settled household with children.","Có con là lựa chọn quan trọng nhưng cần điều kiện, cân giữa kinh tế, nhà ở và khả năng chăm lo.","Having children is important but conditional, weighing finances, housing, and ability to provide care.","Có con là một lựa chọn chứ không bắt buộc, cân nhiều về chất lượng sống, tự do và sức khỏe tinh thần.","Having children is a choice rather than a requirement, weighing quality of life, freedom, and mental well-being.",set_relationship:married,,,,,Không có con,No Kids,57,set_children:none;happiness:+3,Có con,Have Kids,61,set_children:has_children;money:-2@turns:4;experience:+3,,,,,Original Description: Children Status? | Original Action: Pick children preference | Original Next Space: Depends on choice (57 - No kids or 61 - With kids)
57,stat,,58,Chỉ có hai ta!,It's Just Us!,"Nếu chọn không có con, lý do chính của bạn sẽ là gì, nêu một ví dụ cụ thể?","If choosing not to have kids, what would be your main reason, give one concrete example.","Không có con thường do hoàn cảnh, sức khỏe, hoặc biến động đời sống, nhiều khi là bất đắc dĩ hơn là chủ động.","Not having children is often due to circumstances, health, or life upheaval, more involuntary than chosen.","Không có con thường vì điều kiện không cho phép, lo kinh tế, nhà cửa, hoặc trách nhiệm chăm sóc người thân khác.","Often due to limited conditions, worries about finances and housing, or caregiving duties for other relatives.","Không có con có thể vì muốn tập trung ổn định cuộc sống, lo nhà cửa, công việc, hoặc chưa sẵn sàng dài hạn.","It can be to focus on stabilizing life, housing, career, or not feeling ready for a long-term commitment.","Không có con có thể vì ưu tiên tự do và chất lượng sống, lo chi phí nuôi dạy, hoặc muốn dành năng lượng cho mục tiêu khác.","It can be prioritizing freedom and quality of life, concerns about raising costs, or choosing to invest energy in other goals.",,happiness:-2,happiness:-1,happiness:+1,happiness:+3,,,,,,,,,,,,,Original Description: Child-free Space 1 | Original Action: Stat change
58,life_card,,59,Mỗi ngày một niềm vui,What Else To Do...,,,"Vui thường giản dị và gần gũi, uống trà, đi bộ, thăm họ hàng, nghe radio, trò chuyện với hàng xóm.","Fun tends to be simple and close to home, tea, walks, visiting relatives, radio, chatting with neighbors.","Vui thường là sinh hoạt đều đặn, xem chương trình cùng nhau, chơi cờ, đi chợ, ăn uống giản dị, tụ tập nhỏ với người quen.","Fun often comes from steady routines, watching shows together, chess, market trips, simple meals, small gatherings with familiar people.","Vui đa dạng hơn, cà phê, xem phim, ăn ngoài, du lịch ngắn ngày, tham gia câu lạc bộ hoặc học một lớp.","Fun becomes more varied, cafes, movies, dining out, short trips, joining clubs or taking a class.","Vui hay gắn với trải nghiệm và nội dung số, xem phim trực tuyến, chơi game đôi, tập gym, làm dự án chung, đi chơi theo gợi ý trên mạng.","Fun often ties to experiences and digital content, streaming, co-op games, gym, shared projects, outings influenced by online suggestions.",draw:life,,,,,,,,,,,,,,,,,Original Description: Child-free Space 2 | Original Action: Draw a LIFE card
59,optional_choice,,60,Nuôi thú cưng,Get a Pet!,"Bạn nghĩ nuôi thú cưng là bạn đồng hành hay gánh nặng, và bạn thích nuôi con gì nhất?","Do you see pets as companionship or a burden, and what pet would you choose?","Thú cưng thường gắn với công dụng và an ninh, nuôi chó giữ nhà hoặc nuôi để phụ việc, tình cảm thể hiện kín đáo.","Pets are often tied to function and safety, dogs for guarding or animals that help with work, affection is expressed more quietly.","Thú cưng thường được nuôi thực tế và tiết kiệm, chó mèo quen thuộc, ưu tiên dễ chăm và không tốn kém.","Pets are often kept in a practical, frugal way, familiar dogs and cats, prioritizing ease of care and low cost.","Thú cưng dần là bạn đồng hành, nuôi chó nhỏ hoặc mèo, sẵn sàng chi cho đồ ăn, tiêm phòng, chăm sóc cơ bản.","Pets increasingly become companions, small dogs or cats, with more willingness to spend on food, vaccinations, and basic care.","Thú cưng như thành viên gia đình, chuộng nhận nuôi, chăm theo lịch, mua dịch vụ, tham gia cộng đồng nuôi thú cưng, thích chó mèo và các giống phổ biến trên mạng.","Pets can feel like family members, adoption is common, care is scheduled, services are used, pet communities are popular, cats and dogs and online-popular breeds are common.",,,,,,Nuôi chó mèo cho vui!,Adopt a dog or cat!,60,money:-1@per_turn;happiness:+4;set_children:has_pet,Phiền toái lắm!,It's too much effort,60,,,,,,Original Description: Child-free Space 3 | Original Action: Stat change
60,era_card,,65,Lên kế hoạch trước!,Planning Ahead!,,,"Ưu tiên tích góp và giữ tài sản an toàn, dựa vào gia đình, để dành phòng lúc ốm đau và giữ nếp sống tiết kiệm.","Prioritizes saving and keeping assets safe, relying on family, reserving for illness, maintaining frugal habits.","Ưu tiên ổn định và chắc chắn, dựa vào lương hưu hoặc bảo hiểm, tích lũy bằng nhà cửa và tiết kiệm đều đặn.","Prioritizes stability and certainty, relying on pension or insurance, accumulating through housing and steady saving.","Ưu tiên tính toán dài hạn, vừa tiết kiệm vừa đầu tư hợp lý, mua bảo hiểm, chuẩn bị nhà ở và kế hoạch chăm sóc sức khỏe.","Prioritizes long-term planning, saving and reasonable investing, buying insurance, preparing housing and health care plans.","Ưu tiên chủ động và linh hoạt, lập quỹ dự phòng, theo dõi chi tiêu, học tài chính cá nhân, chuẩn bị nhiều kịch bản cho công việc và sức khỏe.","Prioritizes proactive flexibility, building emergency funds, tracking spending, learning personal finance, preparing multiple scenarios for work and health.",draw:era,,,,,,,,,,,,,,,,,Original Description: Child-free Space 4 | Original Action: Draw an ERA card
61,stat,,62,Con đàn cháu đống,It Takes A Village!,"Nếu muốn có con, bạn muốn bao nhiêu con, và lý do thực tế nhất là gì?","If you want children, how many would you want, and what is your most practical reason?","Thường muốn đông con hơn, vừa để nối dõi vừa để có người phụ giúp và nương tựa, nhất là khi đời sống nhiều bất trắc.","Often prefers more children, for lineage and mutual support, especially under uncertain living conditions.","Thường muốn có con để gia đình trọn vẹn và có chỗ dựa về sau, hay mong đủ nếp đủ tẻ theo kỳ vọng.","Often wants children for a complete family and future support, with common expectations around having both a son and a daughter.","Thường muốn ít con hơn để tập trung nuôi dạy, hay chọn hai con cho cân bằng kinh tế, nhà ở và giáo dục.","Often prefers fewer children to focus on upbringing, commonly two for balancing finances, housing, and education.","Thường cân nhắc kỹ và có thể chọn ít con hoặc muộn hơn, vì chi phí nuôi dạy cao, áp lực thời gian, và ưu tiên chất lượng sống.","Often weighs carefully and may choose fewer or later, due to high childrearing costs, time pressure, and quality of life priorities.",,happiness:+4;health:-3,happiness:+3;health:-3,happiness:+2;health:-2,happiness:+2;health:-2,,,,,,,,,,,,,Original Description: With Child Space 1 | Original Action: Stat change
62,era_card,,63,Tốn một gia tài,A Small Fortune,,,"Tốn nhất thường là ăn uống và thuốc men khi ốm, thêm chi phí học hành cơ bản và quần áo thay liên tục.","Often the biggest costs are food and medicine, plus basic schooling and constantly replacing clothes.","Tốn nhất thường là sinh hoạt và chăm sóc hàng ngày, đồ dùng học tập, y tế, và chi phí đi lại cho con.","Often the biggest costs are daily living and care, school supplies, health care, and transportation.","Tốn nhất thường là học phí, học thêm, gửi trẻ, nhà ở phù hợp cho con, và chi phí nâng cấp cuộc sống.","Often the biggest costs are tuition, extra classes, childcare, housing suited for kids, and lifestyle upgrades.","Tốn nhất thường là giáo dục chất lượng, dịch vụ trông trẻ, hoạt động ngoại khóa, thiết bị, và các chi phí “ẩn” như thời gian và sức khỏe tinh thần.","Often the biggest costs are quality education, childcare services, enrichment activities, devices, and hidden costs like time and mental health.",draw:era,,,,,,,,,,,,,,,,,Original Description: With Child Space 2 | Original Action: Draw an ERA card
63,life_card,,64,Tre già măng mọc,They Grow Up So Fast,,,"Ưu tiên lễ nghĩa và chịu khó, dạy con nghe lời, biết điều, biết lo cho gia đình và tự lập sớm.","Prioritizes respect and resilience, teaching obedience, propriety, family responsibility, and early self-reliance.","Ưu tiên kỷ luật và nề nếp, dạy con sống đúng mực, biết tiết kiệm, và không làm phiền người khác.","Prioritizes discipline and routine, teaching proper behavior, frugality, and not burdening others.","Ưu tiên học hành và tương lai, vừa nghiêm vừa thương, khuyến khích con vươn lên nhưng vẫn giữ khuôn phép.","Prioritizes education and future outcomes, mixing strictness with care, encouraging upward mobility within boundaries.","Ưu tiên giao tiếp và sức khỏe tinh thần, tôn trọng cá tính, đặt ranh giới rõ, quản lý thời gian màn hình và cho con quyền lựa chọn.","Prioritizes communication and mental health, respecting individuality, setting clear boundaries, managing screen time, and giving choices.",draw:life,,,,,,,,,,,,,,,,,Original Description: With Child Space 3 | Original Action: Draw a LIFE card
64,stat,,65,Chim rời tổ,Leaving the Nest,"Khi con trưởng thành và muốn ra riêng, bạn ủng hộ hay muốn con ở gần, và vì sao?","When your child becomes an adult and wants to move out, do you support it or want them to stay close, and why?","Thường mong con ở gần để đỡ đần và gắn bó, ra riêng được thì tốt nhưng vẫn ưu tiên sự sum vầy.","Often hopes children stay nearby for mutual support and closeness, moving out is good but togetherness is prioritized.","Thường muốn con ổn định và ở gần gia đình, ra riêng là cột mốc nhưng vẫn kỳ vọng con giữ nếp về nhà.","Often wants children to be stable and close to family, moving out is a milestone but returning and family routines are expected.","Thường vừa tự hào vừa lo, sẵn sàng để con đi xa vì cơ hội, nhưng muốn con giữ liên lạc và có kế hoạch.","Often feels both pride and worry, accepts children moving for opportunity, but wants contact and a plan.","Thường khuyến khích con tự lập và tôn trọng lựa chọn, nhưng duy trì gắn kết qua thói quen gọi về, thăm nhà, và ranh giới rõ ràng.","Often encourages independence and respects choice, maintaining connection through regular calls, visits, and clear boundaries.",,happiness:-1,happiness:+1,happiness:+2,happiness:+3,,,,,,,,,,,,,Original Description: With Child Space 4 | Original Action: Stat change
65,transition,,66,Nghỉ hưu thôi!,Retirement!,"Nghỉ hưu với bạn là điều đáng mong hay đáng lo, và bạn muốn làm gì nhất khi nghỉ hưu?","Is retirement something you look forward to or worry about, and what do you most want to do in retirement?","Nghỉ hưu là lúc nghỉ ngơi và quay về gia đình, ưu tiên sức khỏe, thăm con cháu và sống yên ổn.","Retirement is a time to rest and return to family, prioritizing health, visiting children and grandchildren, living peacefully.","Nghỉ hưu là chuyển sang nhịp sống đều, làm việc nhà, chăm vườn, tham gia sinh hoạt cộng đồng, và giữ sức khỏe.","Retirement shifts to steady routines, household tasks, gardening, community activities, and health maintenance.","Nghỉ hưu vừa là nghỉ vừa là làm điều mình thích, đi chơi, học thêm, làm việc nhỏ, và tận hưởng thành quả.","Retirement is both rest and doing what you enjoy, traveling, learning, small work, and enjoying achievements.","Nghỉ hưu có thể linh hoạt, làm bán thời gian nếu muốn, học online, theo đuổi sở thích, và chủ động chăm sóc sức khỏe tinh thần.","Retirement can be flexible, part-time work if desired, online learning, hobbies, and proactive mental health care.",set_occupation:retired,,,,,,,,,,,,,,,,,Original Description: Retirement! | Original Action: No more income
66,hobby_choice,,67,Tìm sở thích!,Find a Hobby!,"Khi nghỉ hưu, bạn muốn duy trì một hoạt động mỗi ngày để thấy vui và khỏe, đó là gì?","When retired, what is one daily activity you want to keep to feel happy and healthy?","Nghỉ hưu thường gắn với sinh hoạt giản dị như chăm vườn, đi bộ, đi chùa, thăm hỏi họ hàng và trông cháu.","Retirement often centers on simple routines like gardening, walking, visiting temples, checking in with relatives, and helping with grandchildren.","Hoạt động thường là thể dục nhẹ, câu lạc bộ khu phố, xem thời sự, nấu ăn, chăm nhà và gặp bạn quen.","Activities often include light exercise, neighborhood clubs, watching news, cooking, home care, and meeting familiar friends.","Nghỉ hưu hay muốn vừa nghỉ vừa tận hưởng như du lịch ngắn, tập thể dục, học một lớp, làm vườn hoặc kinh doanh nhỏ cho vui.","Retirement often includes rest plus enjoyment such as short trips, exercise, taking a class, gardening, or a small side business for fun.","Nghỉ hưu có thể theo sở thích cá nhân như tập gym, đạp xe, học online, tham gia cộng đồng, chụp ảnh, làm dự án nhỏ.","Retirement can be hobby-driven with personal interests like gym, cycling, online learning, communities, photography, and small projects.",,,,,,,,,,,,,,,,,,Original Description: Personal Life | Original Action: Stat change
67,era_card,,68,Lương hưu tính sao?,Retirement Scheme?,,,"Thường dựa vào tích lũy an toàn như đất đai, vàng, tiết kiệm và sự hỗ trợ của con cháu khi cần.","Often relies on safe assets like land, gold, savings, and support from children when needed.","Thường trông vào lương hưu và bảo hiểm y tế, kèm tiết kiệm và nhà cửa để ổn định lâu dài.","Often counts on pensions and health insurance, plus savings and housing for long-term stability.","Thường kết hợp nhiều nguồn như tiết kiệm, bảo hiểm, nhà đất và đôi khi thêm thu nhập nhỏ để chủ động hơn.","Often combines sources like savings, insurance, property, and sometimes small extra income for more control.","Thường chủ động đa kênh như quỹ dự phòng, bảo hiểm, tích lũy, đầu tư phù hợp khả năng và theo dõi tài chính cá nhân.","Often uses multiple channels like emergency funds, insurance, savings, suitable investing, and personal finance tracking.",draw:era,,,,,,,,,,,,,,,,,Original Description: Society | Original Action: Draw an ERA card
68,stat,,69,Ai còn bên bạn?,Who's in your life?,"Bạn muốn dành phần lớn thời gian nghỉ hưu với ai, và vì sao?","Who do you want to spend most of your retirement with, and why?","Thường muốn ở gần gia đình, con cháu và họ hàng vì đó là chỗ dựa và niềm vui lớn nhất.","Often wants to stay close to family, children, and relatives as the main source of support and joy.","Thường xoay quanh gia đình và hàng xóm quen, thích sự ổn định và những mối quan hệ lâu năm.","Often centers on family and familiar neighbors, preferring stability and long-standing relationships.","Thường muốn cân bằng giữa gia đình và bạn bè, có thể thêm nhóm sở thích để mở rộng đời sống.","Often wants a balance of family and friends, plus hobby groups to broaden daily life.","Thường đa dạng hơn, vừa gia đình vừa cộng đồng theo sở thích, có thể duy trì kết nối qua mạng và gặp gỡ theo lịch.","Often more diverse, combining family with interest-based communities, maintaining ties online and meeting on a schedule.",,health:+1,health:+2,health:+3,health:+3,,,,,,,,,,,,,Original Description: People | Original Action: Stat change
69,life_card,,70,Báo động sức khoẻ!,Medical Scare!,,,"Thường mong được chăm tại nhà bởi người thân, chỉ vào viện khi cần, ưu tiên sự gần gũi và yên ổn.","Often prefers home care by family, going to hospital only when necessary, prioritizing closeness and peace.","Thường tin vào bệnh viện và bác sĩ, nhưng vẫn mong gia đình ở bên hỗ trợ và chăm sóc hằng ngày.","Often trusts hospitals and doctors, while still wanting family support and daily care.","Thường muốn kết hợp dịch vụ y tế và sự chủ động, khám sớm, điều trị rõ ràng, có thể thuê người hỗ trợ khi cần.","Often prefers a mix of medical services and proactive care, early checkups, clear treatment, and paid help if needed.","Thường muốn phương án linh hoạt như khám định kỳ, dịch vụ chăm sóc tại nhà, đặt lịch nhanh, và giữ quyền riêng tư khi hồi phục.","Often prefers flexible options like regular checkups, home care services, fast scheduling, and privacy during recovery.",draw:life,,,,,,,,,,,,,,,,,Original Description: Health | Original Action: Draw a LIFE card
70,stat,,71,Thành tụu cuộc đời,Life Achievements?,"Bạn coi “thành tựu đời người” là gì, nêu 2 điều cụ thể?","What counts as a good life achievement to you, name two specific things.","Thành tựu thường là gia đình yên ấm và sống tử tế, vượt qua biến động, nuôi dạy con cháu nên người.","Achievements often mean a peaceful family and living with integrity, surviving upheaval, raising children well.","Thành tựu thường là ổn định và danh dự, có việc vững, có nhà cửa, con cái trưởng thành và gia đình nề nếp.","Achievements often mean stability and dignity, steady work, a home, children grown, a well-ordered family.","Thành tựu thường là vươn lên được và tạo nền tảng, có sự nghiệp, có tài sản, cho con học hành và sống khá hơn.","Achievements often mean upward progress and building a foundation, career, assets, education for children, a better life.","Thành tựu thường là sống đúng ý mình và bền vững, sức khỏe tốt, tự do lựa chọn, có dự án hoặc đóng góp cộng đồng.","Achievements often mean living on your own terms sustainably, good health, freedom of choice, projects or community contribution.",,experience:+1,experience:+1,experience:+1,experience:+1,,,,,,,,,,,,,Original Description: Reflection | Original Action: Stat change
71,finish,,,Kết thúc,End,,,Bạn đã hoàn thành một cuộc sống của thế hệ này. Bạn nghĩ sao về những quyết định của mình?,You've completed a life in the shoes of this generation. How do you feel about your decisions?,Bạn đã hoàn thành một cuộc sống của thế hệ này. Bạn nghĩ sao về những quyết định của mình?,You've completed a life in the shoes of this generation. How do you feel about your decisions?,Bạn đã hoàn thành một cuộc sống của thế hệ này. Bạn nghĩ sao về những quyết định của mình?,You've completed a life in the shoes of this generation. How do you feel about your decisions?,Bạn đã hoàn thành một cuộc sống của thế hệ này. Bạn nghĩ sao về những quyết định của mình?,You've completed a life in the shoes of this generation. How do you feel about your decisions?,,,,,,,,,,,,,,,,,,"Original Description: END | Original Action: Game ends here, wait for all players to reach | Original Next Space: END"
